FECHA DE TUESTE,FECHA DE EMPAQUE,MARCA,CANTIDAD,TOSTADOR
2023-02-04 00:00:00,2023-02-04 00:00:00,Madre Laura,4.0,LFQ
2023-02-04 00:00:00,2023-02-04 00:00:00,Madre Laura,5.0,LFQ
2023-02-04 00:00:00,2023-02-04 00:00:00,Madre Laura,1.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,2.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura Natural,10.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,10.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Don Felix,10.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Doña Dolly,5.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Gesha Honey,10.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,6.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,28.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,1.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,2.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,1.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,1.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Tabi Natural,12.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Wush Wush Natural,5.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura Descafeinado,5.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,4.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,1.0,LFQ
2023-08-04 00:00:00,2023-08-04 00:00:00,Madre Laura,5.0,LFQ
14-4-23,14-4-23,Madre Laura,11.0,LFQ
14-4-23,14-4-23,Madre Laura Natural,5.0,LFQ
14-4-23,14-4-23,Don Felix,10.0,LFQ
14-4-23,14-4-23,Madre Laura,2.0,LFQ
14-4-23,14-4-23,Madre Laura,1.0,LFQ
14-4-23,14-4-23,Madre Laura,4.0,LFQ
14-4-23,14-4-23,Madre Laura,1.0,LFQ
14-4-23,14-4-23,Wush Wush Natural,1.0,LFQ
14-4-23,14-4-23,Madre Laura,3.0,LFQ
14-4-23,14-4-23,Wush Wush Natural,4.0,LFQ
14-4-23,14-4-23,Madre Laura,4.0,LFQ
14-4-23,14-4-23,Madre Laura,1.0,LFQ
14-4-23,14-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,5.0,LFQ
24-4-23,24-4-23,Madre Laura,4.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,2.0,LFQ
24-4-23,24-4-23,Madre Laura Natural,5.0,LFQ
24-4-23,24-4-23,Madre Laura,5.0,LFQ
24-4-23,24-4-23,Don Felix,5.0,LFQ
24-4-23,24-4-23,Madre Laura,8.0,LFQ
24-4-23,24-4-23,Wush Wush Natural,1.0,LFQ
24-4-23,24-4-23,Don Felix,1.0,LFQ
24-4-23,24-4-23,Gesha Honey,10.0,LFQ
24-4-23,24-4-23,Tabi Natural,8.0,LFQ
24-4-23,24-4-23,Madre Laura,64.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,4.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,18.0,LFQ
24-4-23,24-4-23,Gesha Honey,5.0,LFQ
24-4-23,24-4-23,Madre Laura Natural,5.0,LFQ
24-4-23,24-4-23,Don Felix,5.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,2.0,LFQ
24-4-23,24-4-23,Madre Laura,2.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,10.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,18.0,LFQ
24-4-23,24-4-23,Gesha Honey,10.0,LFQ
24-4-23,24-4-23,Madre Laura Natural,10.0,LFQ
24-4-23,24-4-23,Don Felix,10.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura Natural,1.0,LFQ
24-4-23,24-4-23,Madre Laura,2.0,LFQ
24-4-23,24-4-23,Madre Laura,5.0,LFQ
24-4-23,24-4-23,Madre Laura,1.0,LFQ
24-4-23,24-4-23,Madre Laura,5.0,LFQ
24-4-23,24-4-23,Madre Laura,60.0,LFQ
24-4-23,24-4-23,Tabi Natural,12.0,LFQ
14-5-23,14-5-23,Madre Laura,10.0,LFQ
14-5-23,14-5-23,Madre Laura,10.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Madre Laura,2.0,LFQ
14-5-23,14-5-23,Madre Laura,24.0,LFQ
14-5-23,14-5-23,Gesha Honey,5.0,LFQ
14-5-23,14-5-23,Madre Laura Natural,10.0,LFQ
14-5-23,14-5-23,Don Felix,5.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Madre Laura,5.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Gesha Honey,1.0,LFQ
14-5-23,14-5-23,Madre Laura,2.0,LFQ
14-5-23,14-5-23,Madre Laura,24.0,LFQ
14-5-23,14-5-23,Gesha Honey,5.0,LFQ
14-5-23,14-5-23,Madre Laura Natural,10.0,LFQ
14-5-23,14-5-23,Don Felix,5.0,LFQ
14-5-23,14-5-23,Wush Wush Natural,1.0,LFQ
14-5-23,14-5-23,Don Felix,1.0,LFQ
14-5-23,14-5-23,Madre Laura Natural,1.0,LFQ
14-5-23,14-5-23,Gesha Honey,1.0,LFQ
14-5-23,14-5-23,Madre Laura,4.0,LFQ
14-5-23,14-5-23,Madre Laura,3.0,LFQ
14-5-23,14-5-23,Madre Laura,1.0,LFQ
14-5-23,14-5-23,Madre Laura,2.0,LFQ
14-5-23,14-5-23,Madre Laura Natural,1.0,LFQ
14-5-23,14-5-23,Madre Laura,3.0,LFQ
24-5-23,24-5-23,Madre Laura,1.0,LFQ
24-5-23,24-5-23,Madre Laura,1.0,LFQ
24-5-23,24-5-23,Madre Laura,2.0,LFQ
24-5-23,24-5-23,Madre Laura,10.0,LFQ
24-5-23,24-5-23,Madre Laura Natural,10.0,LFQ
24-5-23,24-5-23,Don Felix,10.0,LFQ
24-5-23,24-5-23,Gesha Honey,10.0,LFQ
24-5-23,24-5-23,Madre Laura Descafeinado,5.0,LFQ
24-5-23,24-5-23,Madre Laura,18.0,LFQ
24-5-23,24-5-23,Wush Wush Natural,2.0,LFQ
24-5-23,24-5-23,Madre Laura,2.0,LFQ
24-5-23,24-5-23,Madre Laura,6.0,LFQ
24-5-23,24-5-23,Madre Laura,1.0,LFQ
31-5-23,31-5-23,Madre Laura,60.0,LFQ
31-5-23,31-5-23,Madre Laura,5.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,2.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,2.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,1.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,2.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,4.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,1.0,LFQ
2023-02-06 00:00:00,2023-02-06 00:00:00,Madre Laura,2.0,LFQ
13-6-23,13-6-23,Wush Wush Natural,5.0,LFQ
13-6-23,13-6-23,Madre Laura,1.0,LFQ
13-6-23,13-6-23,Madre Laura,1.0,LFQ
13-6-23,13-6-23,Madre Laura,10.0,LFQ
13-6-23,13-6-23,Madre Laura Natural,10.0,LFQ
13-6-23,13-6-23,Doña Dolly,2.0,LFQ
13-6-23,13-6-23,Don Felix,5.0,LFQ
13-6-23,13-6-23,Gesha Honey,5.0,LFQ
13-6-23,13-6-23,Gesha Honey,1.0,LFQ
13-6-23,13-6-23,Don Felix,1.0,LFQ
13-6-23,13-6-23,Madre Laura Natural,1.0,LFQ
13-6-23,13-6-23,Madre Laura,9.0,LFQ
13-6-23,13-6-23,Madre Laura,2.0,LFQ
13-6-23,13-6-23,Madre Laura,6.0,LFQ
13-6-23,13-6-23,Madre Laura,2.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
22-6-23,22-6-23,Madre Laura,3.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
22-6-23,22-6-23,Madre Laura,3.0,LFQ
22-6-23,22-6-23,Madre Laura,5.0,LFQ
22-6-23,22-6-23,Madre Laura Natural,10.0,LFQ
22-6-23,22-6-23,Doña Dolly,3.0,LFQ
22-6-23,22-6-23,Don Felix,5.0,LFQ
22-6-23,22-6-23,Gesha Honey,10.0,LFQ
22-6-23,22-6-23,Madre Laura,8.0,LFQ
22-6-23,22-6-23,Madre Laura,2.0,LFQ
22-6-23,22-6-23,Madre Laura,2.0,LFQ
22-6-23,22-6-23,Madre Laura,40.0,LFQ
22-6-23,22-6-23,Tabi Natural,20.0,LFQ
22-6-23,22-6-23,Madre Laura,2.0,LFQ
22-6-23,22-6-23,Madre Laura,6.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
22-6-23,22-6-23,Madre Laura,9.0,LFQ
22-6-23,22-6-23,Doña Dolly,2.0,LFQ
22-6-23,22-6-23,Madre Laura Natural,5.0,LFQ
22-6-23,22-6-23,Gesha Honey,5.0,LFQ
22-6-23,22-6-23,Don Felix,5.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
22-6-23,22-6-23,Madre Laura,6.0,LFQ
22-6-23,22-6-23,Madre Laura,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,2.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,4.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,3.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura Natural,3.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Gesha Honey,2.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Don Felix,3.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,2.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,5.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,13.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura Natural,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Gesha Honey,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Don Felix,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Don José Bourbon Rosado Natural,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Gesha Honey,10.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Don Felix,10.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,1.0,LFQ
2023-01-07 00:00:00,2023-01-07 00:00:00,Madre Laura,2.0,LFQ
13-7-23,13-7-23,Madre Laura,20.0,LFQ
13-7-23,13-7-23,Gesha Honey,10.0,LFQ
13-7-23,13-7-23,Don Felix,10.0,LFQ
13-7-23,13-7-23,Madre Laura,18.0,LFQ
13-7-23,13-7-23,Madre Laura Natural,10.0,LFQ
13-7-23,13-7-23,Doña Dolly,2.0,LFQ
13-7-23,13-7-23,Madre Laura,1.0,LFQ
13-7-23,13-7-23,Madre Laura,4.0,LFQ
13-7-23,13-7-23,Madre Laura,2.0,LFQ
13-7-23,13-7-23,Madre Laura,6.0,LFQ
13-7-23,13-7-23,Madre Laura,2.0,LFQ
19-7-23,19-7-23,Madre Laura,30.0,LFQ
19-7-23,19-7-23,Don Felix,1.0,LFQ
19-7-23,19-7-23,Madre Laura Natural,1.0,LFQ
19-7-23,19-7-23,Madre Laura,5.0,LFQ
19-7-23,19-7-23,Don Felix,5.0,LFQ
19-7-23,19-7-23,Gesha Honey,5.0,LFQ
19-7-23,19-7-23,Don Felix,5.0,LFQ
19-7-23,19-7-23,Madre Laura,18.0,LFQ
19-7-23,19-7-23,Madre Laura Natural,5.0,LFQ
19-7-23,19-7-23,Doña Dolly,2.0,LFQ
19-7-23,19-7-23,Gesha Honey,1.0,LFQ
19-7-23,19-7-23,Madre Laura Natural,1.0,LFQ
19-7-23,19-7-23,Madre Laura,30.0,LFQ
19-7-23,19-7-23,Madre Laura,6.0,LFQ
19-7-23,19-7-23,Madre Laura,1.0,LFQ
19-7-23,19-7-23,Madre Laura,1.0,LFQ
19-7-23,19-7-23,Madre Laura,4.0,LFQ
19-7-23,19-7-23,Madre Laura Natural,1.0,LFQ
19-7-23,19-7-23,Madre Laura,13.0,LFQ
19-7-23,19-7-23,Doña Dolly,2.0,LFQ
19-7-23,19-7-23,Don Felix,5.0,LFQ
19-7-23,19-7-23,Madre Laura Natural,5.0,LFQ
19-7-23,19-7-23,Pink Bourbon Natural,1.0,LFQ
19-7-23,19-7-23,Don Felix,1.0,LFQ
19-7-23,19-7-23,Madre Laura,1.0,LFQ
19-7-23,19-7-23,Madre Laura,6.0,LFQ
31-7-23,30-7-23,Madre Laura Descafeinado,5.0,LFQ
31-7-23,30-7-23,Wush Wush Natural,5.0,LFQ
19-7-23,19-7-23,Madre Laura,1.0,LFQ
31-7-23,31-7-23,Madre Laura,1.0,LFQ
25-7-23,25-7-23,Madre Laura,6.0,LFQ
25-7-23,25-7-23,Madre Laura,1.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,64.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Tabi Natural,20.0,LFQ
28-7-23,28-7-23,Madre Laura,2.0,LFQ
28-7-23,28-7-23,Madre Laura,18.0,LFQ
28-7-23,28-7-23,Madre Laura Natural,10.0,LFQ
28-7-23,28-7-23,Gesha Honey,5.0,LFQ
28-7-23,28-7-23,Don Felix,10.0,LFQ
28-7-23,28-7-23,Madre Laura,2.0,LFQ
28-7-23,28-7-23,Madre Laura,1.0,LFQ
28-7-23,28-7-23,Wush Wush Natural,1.0,LFQ
28-7-23,28-7-23,Madre Laura,1.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,4.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,6.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,6.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,2.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,18.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura Natural,10.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Gesha Honey,5.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Don Felix,10.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura Natural,1.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Gesha Honey,1.0,LFQ
2023-02-08 00:00:00,2023-02-08 00:00:00,Madre Laura,1.0,LFQ
2023-10-08 00:00:00,2023-10-08 00:00:00,Wush Wush Natural,2.0,LFQ
2023-10-08 00:00:00,2023-10-08 00:00:00,Madre Laura Natural,2.0,LFQ
2023-10-08 00:00:00,2023-10-08 00:00:00,Madre Laura,1.0,LFQ
2023-10-08 00:00:00,2023-10-08 00:00:00,Madre Laura,2.0,LFQ
14-8-23,14-8-23,Madre Laura,3.0,LFQ
14-8-23,14-8-23,Madre Laura,10.0,LFQ
14-8-23,14-8-23,Madre Laura,6.0,LFQ
14-8-23,14-8-23,Madre Laura,5.0,LFQ
14-8-23,14-8-23,Madre Laura Natural,10.0,LFQ
14-8-23,14-8-23,Gesha Honey,5.0,LFQ
14-8-23,14-8-23,Don Felix,10.0,LFQ
14-8-23,14-8-23,Madre Laura,2.0,LFQ
14-8-23,14-8-23,Madre Laura,1.0,LFQ
14-8-23,14-8-23,Madre Laura,2.0,LFQ
14-8-23,14-8-23,Madre Laura,1.0,LFQ
14-8-23,14-8-23,Madre Laura,5.0,LFQ
23-8-23,23-8-23,Madre Laura,2.0,LFQ
23-8-23,23-8-23,Madre Laura,16.0,LFQ
23-8-23,23-8-23,Madre Laura Natural,10.0,LFQ
23-8-23,23-8-23,Gesha Honey,5.0,LFQ
23-8-23,23-8-23,Don Felix,10.0,LFQ
23-8-23,23-8-23,Wush Wush Natural,5.0,LFQ
23-8-23,23-8-23,Don José Bourbon Rosado Natural,1.0,LFQ
23-8-23,23-8-23,Madre Laura Natural,1.0,LFQ
23-8-23,23-8-23,Gesha Honey,1.0,LFQ
23-8-23,23-8-23,Don Felix,1.0,LFQ
23-8-23,23-8-23,Madre Laura,10.0,LFQ
23-8-23,23-8-23,Madre Laura,1.0,LFQ
28-8-23,28-8-23,Madre Laura,3.0,LFQ
28-8-23,28-8-23,Madre Laura,2.0,LFQ
28-8-23,28-8-23,Madre Laura,1.0,LFQ
28-8-23,28-8-23,Madre Laura,1.0,LFQ
28-8-23,28-8-23,Tabi Natural,20.0,LFQ
29-8-23,29-8-23,Madre Laura,3.0,LFQ
29-8-23,29-8-23,Madre Laura,1.0,LFQ
29-8-23,29-8-23,Madre Laura,2.0,LFQ
29-8-23,29-8-23,Madre Laura,18.0,LFQ
29-8-23,29-8-23,Madre Laura Natural,10.0,LFQ
29-8-23,29-8-23,Don Felix,5.0,LFQ
29-8-23,29-8-23,Gesha Honey,5.0,LFQ
29-8-23,29-8-23,Wush Wush Natural,1.0,LFQ
29-8-23,29-8-23,Madre Laura Natural,1.0,LFQ
29-8-24,29-8-24,Madre Laura,1.0,LFQ
30-8-23,30-8-23,Madre Laura,5.0,LFQ
2023-04-09 00:00:00,2023-04-09 00:00:00,Madre Laura,4.0,LFQ
2023-05-09 00:00:00,2023-05-09 00:00:00,Madre Laura,2.0,LFQ
2023-05-09 00:00:00,2023-05-09 00:00:00,Madre Laura,4.0,LFQ
2023-05-09 00:00:00,2023-05-09 00:00:00,Madre Laura,1.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Madre Laura,3.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Madre Laura,2.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Madre Laura,25.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Madre Laura Natural,15.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Gesha Honey,10.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Wush Wush Natural,5.0,LFQ
2023-06-09 00:00:00,2023-06-09 00:00:00,Don Felix,15.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Madre Laura,2.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Madre Laura,1.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Madre Laura Natural,1.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Gesha Honey,1.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Wush Wush Natural,1.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Don Felix,1.0,LFQ
2023-09-09 00:00:00,2023-09-09 00:00:00,Madre Laura,2.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Tabi Natural,8.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Gesha Honey,8.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Pink Bourbon Natural,2.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Don Victor - Maragogipe,6.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Madre Laura,1.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Madre Laura,2.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Madre Laura,1.0,LFQ
2023-12-09 00:00:00,2023-12-09 00:00:00,Madre Laura,1.0,LFQ
13-9-23,13-9-23,Madre Laura,1.0,LFQ
13-9-23,13-9-23,Madre Laura,5.0,LFQ
13-9-23,13-9-23,Don Victor - Maragogipe,5.0,LFQ
13-9-23,13-9-23,Madre Laura Descafeinado,5.0,LFQ
13-9-23,13-9-23,Wush Wush Natural,5.0,LFQ
13-9-23,13-9-23,Don Reinaldo,5.0,LFQ
13-9-23,13-9-23,Madre Laura,2.0,LFQ
13-9-23,13-9-23,Madre Laura,10.0,LFQ
18-9-23,18-9-23,Madre Laura,3.0,LFQ
18-9-23,18-9-23,Madre Laura,1.0,LFQ
18-9-23,18-9-23,Madre Laura,5.0,LFQ
18-9-23,18-9-23,Madre Laura Natural,5.0,LFQ
20-9-23,20-9-23,Madre Laura,1.0,LFQ
20-9-23,20-9-23,Madre Laura,1.0,LFQ
20-9-23,20-9-23,Madre Laura,1.0,LFQ
20-9-23,20-9-23,Gesha Honey,10.0,LFQ
20-9-23,20-9-23,Madre Laura Natural,5.0,LFQ
20-9-23,20-9-23,Don Felix,3.0,LFQ
20-9-23,20-9-23,Wush Wush Natural,5.0,LFQ
20-9-23,20-9-23,Don Reinaldo,10.0,LFQ
20-9-23,20-9-23,Don Victor - Maragogipe,5.0,LFQ
20-9-23,20-9-23,Gesha Natural,1.0,LFQ
20-9-23,20-9-23,Madre Laura,1.0,LFQ
21-9-23,21-9-23,Madre Laura,2.0,LFQ
22-9-23,22-9-23,Madre Laura,2.0,LFQ
22-9-23,22-9-23,Madre Laura,20.0,LFQ
22-9-23,22-9-23,Madre Laura Natural,5.0,LFQ
22-9-23,22-9-23,Gesha Honey,10.0,LFQ
22-9-23,22-9-23,Wush Wush Natural,5.0,LFQ
22-9-23,22-9-23,Don Victor - Maragogipe,5.0,LFQ
22-9-23,22-9-23,Wush Wush Natural,1.0,LFQ
22-9-23,22-9-23,Don Victor - Maragogipe,1.0,LFQ
22-9-23,22-9-23,Madre Laura,6.0,LFQ
22-9-23,22-9-23,Madre Laura,1.0,LFQ
22-9-23,22-9-23,Madre Laura,3.0,LFQ
22-9-23,22-9-23,Madre Laura,1.0,LFQ
27-9-23,27-9-23,Madre Laura,3.0,LFQ
27-9-23,27-9-23,Madre Laura,1.0,LFQ
27-9-23,27-9-23,Madre Laura,64.0,LFQ
27-9-23,27-9-23,Madre Laura,1.0,LFQ
27-9-23,27-9-23,Madre Laura,1.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,1.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,2.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,6.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,18.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,2.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura Natural,6.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Gesha Honey,5.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Wush Wush Natural,5.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Don Victor - Maragogipe,5.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,1.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,1.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,1.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,2.0,LFQ
2023-01-10 00:00:00,2023-01-10 00:00:00,Madre Laura,2.0,LFQ
2023-11-10 00:00:00,2023-11-10 00:00:00,Madre Laura,2.0,LFQ
2023-11-10 00:00:00,2023-11-10 00:00:00,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,6.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Madre Laura,5.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Madre Laura Descafeinado,2.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Don Reinaldo,5.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Gesha Natural,2.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Madre Laura,8.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Wush Wush Natural,1.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Don Victor - Maragogipe,1.0,LFQ
2023-12-10 00:00:00,2023-12-10 00:00:00,Don Reinaldo,1.0,LFQ
17-10-23,17-10-23,Madre Laura,10.0,LFQ
17-10-23,17-10-23,Madre Laura,4.0,LFQ
17-10-23,17-10-23,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,2.0,LFQ
17-10-23,17-10-23,Gesha Natural,2.0,LFQ
17-10-23,17-10-23,Madre Laura,14.0,LFQ
17-10-23,17-10-23,Don Reinaldo,5.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,1.0,LFQ
17-10-23,17-10-23,Madre Laura,3.0,LFQ
24-10-23,24-10-23,Madre Laura,10.0,LFQ
24-10-23,24-10-23,Gesha Natural,2.0,LFQ
24-10-23,24-10-23,Don Reinaldo,10.0,LFQ
24-10-23,24-10-23,Gesha Honey,10.0,LFQ
24-10-23,24-10-23,Don Victor - Maragogipe,10.0,LFQ
24-10-23,24-10-23,Wush Wush Natural,3.0,LFQ
17-10-23,17-10-23,Madre Laura,2.0,LFQ
24-10-23,24-10-23,Madre Laura,16.0,LFQ
24-10-23,24-10-23,Madre Laura Natural,5.0,LFQ
24-10-23,24-10-23,Gesha Honey,10.0,LFQ
24-10-23,24-10-23,Wush Wush Natural,5.0,LFQ
24-10-23,24-10-23,Don Reinaldo,5.0,LFQ
24-10-23,24-10-23,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
24-10-23,24-10-23,Gesha Natural,2.0,LFQ
24-10-23,24-10-23,Madre Laura,1.0,LFQ
24-10-23,24-10-23,Madre Laura,2.0,LFQ
24-10-23,24-10-23,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
24-10-23,24-10-23,Gesha Honey,1.0,LFQ
24-10-23,24-10-23,Madre Laura,6.0,LFQ
24-10-23,24-10-23,Madre Laura,1.0,LFQ
24-10-23,24-10-23,Madre Laura,1.0,LFQ
24-10-23,24-10-23,Madre Laura,4.0,LFQ
24-10-23,24-10-23,Madre Laura,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura Natural,10.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Gesha Honey,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Wush Wush Natural,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Reinaldo,10.0,LFQ
